Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ836,"In your lifetime, with how many men have you had anal sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ841,"In the past 12 months, with how many men have you had anal sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SEQN,Respondent sequence number.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD021,"Ever had vaginal, anal, or oral sex.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD031,"How old were you the first time you had any kind of sex, including {vaginal, anal, or oral / vaginal or anal / vaginal or oral / anal or oral / vaginal / anal / oral}?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD101,"In your lifetime, with how many men have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD171,"In your lifetime, with how many women have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD450,"In the past 12 months, with how many men have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXD510,"In the past 12 months, with how many women have you had any kind of sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ130,"In your lifetime with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ251,"In the past 12 months, about how often have you had {vaginal or anal/vaginal/anal} sex without using a condom?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ267,How old were you when you were first told that you had genital warts?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ280,Are you circumcised or uncircumcised?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ624,"In your lifetime, on how many men have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ627,"In the past 12 months, on how many men have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ636,"In your lifetime, on how many women have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ639,"In the past 12 months, on how many women have you performed oral sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ727,"In the past 12 months, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ741,Have you ever performed oral sex on a woman? Performing oral sex means your mouth on a woman's vagina or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ753,Has a doctor or other health care professional ever told you that you had human papillomavirus or HPV?,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ800,"Have you ever had vaginal sex, also called sexual intercourse, with a woman? This means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ803,Have you ever performed oral sex on a woman? This means putting your mouth on a woman's vagina or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ806,Have you ever had anal sex with a woman? Anal sex means contact between your penis and a woman's anus or butt.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ809,"Have you ever had any kind of sex with a man, including oral or anal?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ824,"In your lifetime, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ827,"In the past 12 months, with how many women have you had vaginal sex? Vaginal sex means your penis in a woman's vagina.",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ836,"In your lifetime, with how many men have you had anal sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ841,"In the past 12 months, with how many men have you had anal sex?",P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
SXQ853,Have you ever performed oral sex on a man? Performing oral sex means your mouth on a man's penis or genitals.,P_SXQY_R,Sexual Behavior - Youth,2017,2020,Questionnaire,RDC Only
ECD010,First I have some questions about {SP NAME's} birth. How old was {SP NAME's} biological mother when {s/he} was born?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECD070A,How much did {SP NAME} weigh at birth?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECD070B,How much did {SP NAME} weigh at birth?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECQ020,Did {SP NAME's} biological mother smoke at any time while she was pregnant with {him/her}?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECQ080,Did {SP NAME} weigh . . .,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECQ090,Did {SP NAME} weigh . . .,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
ECQ150,Are you now doing anything to help {SP} control {his/her} weight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
MCQ080E,Has a doctor or health professional ever told you that {SP} was overweight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
WHQ030E,How do you consider {SP} weight?,P_ECQ,Early Childhood,2017,2020,Questionnaire,None
HSQ590,"Except for tests {you/SP} may have had as part of blood donations, {have you/has he/has she} ever had {your/his/her} blood tested for the AIDS virus infection?",P_HSQ,Current Health Status,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_HSQ,Current Health Status,2017,2020,Questionnaire,None
DED120,"The next questions ask about the time you spent outdoors during the past 30 days. By outdoors, I mean outside and not under any shade. How much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon on the days that you worked or went to school?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
DED125,"During the past 30 days, how much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon on the days when you were not working or going to school?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
DEQ034A,"When {you go/SP goes} outside on a very sunny day, for more than one hour, how often {do you/does SP} Stay in the shade?",P_DEQ,Dermatology,2017,2020,Questionnaire,None
DEQ034C,Wear a long sleeved shirt? Would you say . . .,P_DEQ,Dermatology,2017,2020,Questionnaire,None
DEQ034D,Use sunscreen? Would you say . . .,P_DEQ,Dermatology,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_DEQ,Dermatology,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
WHQ030M,Do you consider yourself now to be . . .,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
WHQ500,Which of the following are you trying to do about your weight:,P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
WHQ520,"In the past year, how often have you tried to lose weight? Would you say . . .",P_WHQMEC,Weight History - Youth,2017,2020,Questionnaire,None
OSD030aa,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030ab,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030ac,How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030ba,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030bb,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030bc,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030bd,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 4th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030be,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 5th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030BF,How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 6th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030ca,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 1st time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030cb,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 2nd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030cc,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 3rd time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030cd,How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 4th time?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD030ce,How old {were you/was SP} when {you/s/he} fractured {your/his/her} {hip/wrist/spine} {the {1st/2nd/10th or more recent time . . .} time}?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
OSD050aa,Did that fracture occur as a result of . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
